"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1901054722360176939","Sun Mar 23 17:18:03 +0000 2025","0","@abu_waras @msaid_didu Yang benar dan sudah jadi fakta itu Jokowi pendukung koruptor dan mafia pagar laut mafia migas mafia minyak goreng dll sbgnya plus pendukung mafia ijazah palsu","1903858796948320766","","abu_waras","in","Jatinegara, Indonesia","0","0","0","https://x.com/DaengWahidin2/status/1903858796948320766","1401837073166860291","DaengWahidin2"
"1903556015066677673","Sun Mar 23 17:18:01 +0000 2025","0","@xquitavee @jokowi @UGMYogyakarta Tidak ada asap klo tidak ada api. Tidak ada orang nuduh palsu klo tidak ada hembusan kabar palsu. Jalan satu2nya tunjukkan ijazah aslinya apa sulitnya. Jangan org lain disini pihak UGM yg klarifikasi suruh jokowi sendiri yg tunjukkan untuk membungkam rumor palsu tnp itu percuma","1903858788408639690","","xquitavee","in","","0","0","0","https://x.com/gangsterrandom/status/1903858788408639690","830087634709942273","gangsterrandom"
"1903834465161634195","Sun Mar 23 17:17:53 +0000 2025","0","@Dennysiregar7 Saya mendukung Jokowi bukan Pendukung Jokowi karena pilihannya cuma Jokowi atau Prabowo ! ","1903858753713426918","","Dennysiregar7","in","Semarang, Jawa Tengah ","0","0","0","https://x.com/Love13irdz/status/1903858753713426918","1223145816627372032","Love13irdz"
"1903858725095653603","Sun Mar 23 17:17:46 +0000 2025","0","Nanti Kalau ada demo lagi mbok sekali² ganti haluan jangan ke DPR gitu coba geruduk rumah Jokowi kantor PDIP UGM minta pertanggungjawaban mereka semua yg sudah membuat kekacauan di republik ini. UGM : ijasah palsu PDIP : pencetak Jokowi/petugas partai Jokowi : sumber masalah","1903858725095653603","","","in","Borneo","0","0","0","https://x.com/DarsAlexandra1/status/1903858725095653603","1339980917398360066","DarsAlexandra1"
"1903858700206703087","Sun Mar 23 17:17:40 +0000 2025","0","10 tahun tempo dukung @jokowi ","1903858700206703087","","","in","Indonesia","0","0","0","https://x.com/Vindyartop/status/1903858700206703087","15398472","Vindyartop"
"1903422085902275055","Sun Mar 23 17:17:39 +0000 2025","0","@tfsukasa @ra4ndo00m @kucilpung @mathkkot @scarmael @prabowo @jokowi iyeeee yaudehhh","1903858693286011258","","tfsukasa","in","","0","0","0","https://x.com/Ratnawlndari/status/1903858693286011258","1502986570353491969","Ratnawlndari"
"1903823255921963512","Sun Mar 23 17:17:08 +0000 2025","0","@realfedinuril @xquitavee @tempodotco @jokowi @prabowo Itulah tugas dia sebagi buzzer bayaran harus dan wajib buat ngles. Utamakan songong. Maslh bener tidak no sekian. Yg penting utamakan jilat.","1903858563786924419","","realfedinuril","in","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/Bara__Akbar/status/1903858563786924419","1613404169997783040","Bara__Akbar"
"1903858316973064531","Sun Mar 23 17:16:09 +0000 2025","0","Ada bilang Orba akan kembali? Orba sbnarnya sdh kembali sejak Jokowi berkuasa. Banyak UU TNI yg dilanggar Jokowi. Ada 2500 TNI aktif menduduki jabatan sipil. RUU TNI di era Prabowo cuma melegetimasi kesalahan Jokowi. Aksi represif gaya ORBA sdh terlihat NYATA #PeringatanDarurat https://t.co/NXpePraERN","1903858316973064531","https://pbs.twimg.com/media/GmvdCQ0bcAApyTz.jpg","","in","Jakarta","0","0","0","https://x.com/bayud3wa/status/1903858316973064531","108906079","bayud3wa"
"1903050576465891756","Sun Mar 23 17:15:31 +0000 2025","0","@ruslimuhyidin1 @prillyyla Najis dukung orang2 jokowi yg korupsi","1903858156272545861","","ruslimuhyidin1","in","bekasi","0","0","0","https://x.com/ilhambale11/status/1903858156272545861","2234239963","ilhambale11"
"1903712499683426388","Sun Mar 23 17:15:04 +0000 2025","0","@zhifajib @FelixSGL1 @kemenPKP_RI Laâh Paâk Jokowi mémang dari mana ? Médan ?!.","1903858046415290431","","zhifajib","fi","Indonésia","0","0","0","https://x.com/ThioStory/status/1903858046415290431","454480199","ThioStory"
"1903858007022489699","Sun Mar 23 17:14:55 +0000 2025","0","Bantahan dan penjelasan Rismon atas klarifikasi UGM tentang ijazah palsu Jokowi https://t.co/2LQ8pTIpvw","1903858007022489699","","","in","","0","0","0","https://x.com/Anti_0ligarki/status/1903858007022489699","1603887039455580160","Anti_0ligarki"
"1903813928909689062","Sun Mar 23 17:14:49 +0000 2025","0","@NenkMonica Tangkap jokowi biang kerok rusaknya negara","1903857980950659556","","NenkMonica","in","","0","0","0","https://x.com/SugiyanaSu93138/status/1903857980950659556","1754758111460810752","SugiyanaSu93138"
