"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1947867717354328179","Wed Jul 23 03:53:48 +0000 2025","0","pagi-pagi summit rinjani https://t.co/xhOjZq1dQm","1947867717354328179","https://pbs.twimg.com/media/Gwg3XKMaMAA6Qmr.jpg","","in","","0","1","1","https://x.com/undefined/status/1947867717354328179","1804747008017866752",
"1947691259411501141","Wed Jul 23 03:39:01 +0000 2025","0","@bintangtujoeh @cheonsaverse @fiigmeh Anjir minimal summit rinjani dulu di rosblokkk","1947864000689279097","","bintangtujoeh","in","","0","1","0","https://x.com/undefined/status/1947864000689279097","1260936807371296774",
"1947860927308820742","Wed Jul 23 03:26:49 +0000 2025","0","rinjani susah ga gus","1947860927308820742","","","in","","0","0","0","https://x.com/undefined/status/1947860927308820742","1623891601037860864",
"1947856614628774379","Wed Jul 23 03:13:11 +0000 2025","0","@roblox_fess bukan gunung halau-halau tp sering mual kl main map rinjani ","1947857497035006143","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1947857497035006143","1878061514541977600",
"1947850619722862924","Wed Jul 23 02:45:51 +0000 2025","0","Dibantah Kabur Investor Kereta Gantung Rinjani Masih Tunggu Izin Amdal https://t.co/33ZoR3dZmu","1947850619722862924","","","in","","0","0","0","https://x.com/undefined/status/1947850619722862924","1012174601055449088",
"1947843172660548089","Wed Jul 23 02:17:35 +0000 2025","0","@kompascom Belajar kita itu punya keterbatasan tidak perlu mendaki rinjani","1947843504421650467","","kompascom","in","","0","0","0","https://x.com/undefined/status/1947843504421650467","171438963",
"1947843172660548089","Wed Jul 23 02:16:16 +0000 2025","2","Bercerita tentang pengalaman terakhirnya mendaki gunung Rinjani Atiek yang sudah mendaki gunung sejak kecil itu mengatakan bahwa mendaki Rinjani membuatnya belajar memahami bahwa manusia memiliki keterbatasan. ~LL #AtiekCB #Rinjani https://t.co/sLcI5Vhfep","1947843172660548089","","","in","","0","1","1","https://x.com/undefined/status/1947843172660548089","23343960",
"1947842531267645887","Wed Jul 23 02:13:43 +0000 2025","0","10 tahun lalu me &amp; @riverinaus diturunkan oleh orang tua kita jam 5 pagi di jl gunung rinjani untuk mengikuti mos foursma yang sangat ceria menghibur dan edukatif itu","1947842531267645887","","","in","","0","1","0","https://x.com/undefined/status/1947842531267645887","634575071",
"1947707593574781426","Wed Jul 23 02:09:29 +0000 2025","0","@Gayuh240p @Bmrzki @_kristyyayaya sabtu rinjani","1947841465037820066","","Gayuh240p","in","","0","0","0","https://x.com/undefined/status/1947841465037820066","1612078035204984832",
"1947662635862003764","Wed Jul 23 01:49:40 +0000 2025","0","@jaehhyuk WKWKWK KAGAK ADA KOCIK KEPLESET BAHAYA KLOW DI RINJANI ","1947836480543715756","","jaehhyuk","in","","0","1","0","https://x.com/undefined/status/1947836480543715756","1003331901887672321",
"1947829067082043415","Wed Jul 23 01:20:13 +0000 2025","1","Waktu PERISTIWA RINJANI semua TIM RESCUE PEMERINTAH dipanggil sama MENTRI dll.....kok PERISTIWA ini lom diPANGGIL RESCUE dari PEMERINTAH karena LELET ?! https://t.co/DMfgIpEXHf","1947829067082043415","https://pbs.twimg.com/ext_tw_video_thumb/1947829041773588480/pu/img/uOCvc7ZuHvAD8OCm.jpg","","in","","0","0","0","https://x.com/undefined/status/1947829067082043415","1893243064640249858",
"1947827735231111362","Wed Jul 23 01:14:55 +0000 2025","0"," 1. Bolehkan Memancing di Danau Segara Anak? BOLEH dengan ketentuan tertentu. Balai Taman Nasional Gunung Rinjani (BTNGR) mengizinkan aktivitas memancing terutama untuk pendaki yang bermalam di Segara Anak selama tidak merusak ekosistem dan mengikuti aturan taman https://t.co/H5b6NQI66t","1947827735231111362","https://pbs.twimg.com/amplify_video_thumb/1947827646811017218/img/F76mB2oe6ug3qRMh.jpg","","in","","0","0","0","https://x.com/undefined/status/1947827735231111362","110581726",
"1947827251401396601","Wed Jul 23 01:13:00 +0000 2025","0","Balai Taman Nasional Gunung Rinjani (TNGR) sedang mempertimbangkan untuk menutup seluruh jalur pendakian Gunung Rinjani sebagai respons atas kecelakaan pendaki yang terjadi belakangan ini. Rekomendasi tersebut disampaikan oleh Menteri Koordinator Bidang Politik Hukum dan https://t.co/sN16ZAYAG0","1947827251401396601","https://pbs.twimg.com/media/GwgSibUbEAIAlmt.jpg","","in","","0","0","0","https://x.com/undefined/status/1947827251401396601","502140136",
"1947631241806942705","Tue Jul 22 23:57:38 +0000 2025","0","@cavabiendella ayo naik rinjani","1947808286931144759","","cavabiendella","in","","0","0","0","https://x.com/undefined/status/1947808286931144759","1209788170918744064",
"1947807934131683367","Tue Jul 22 23:56:14 +0000 2025","0","Basarnas dan Pemprov NTB Bahas Penguatan Keselamatan Rinjani dalam Rakor Intelijen Pertahanan Selengkapnya : https://t.co/oqZBVdiqeA https://t.co/kyZu4DLy8U","1947807934131683367","https://pbs.twimg.com/ext_tw_video_thumb/1947807851856203776/pu/img/UYe5-_a9tOT-iYbj.jpg","","in","","0","0","0","https://x.com/undefined/status/1947807934131683367","1269628782303834112",
"1947389712756576693","Tue Jul 22 23:52:46 +0000 2025","0","@garamararamm bagian rinjani mana yg ada si melet itu? kok ak kmrn ga ketemu","1947807061875568980","","garamararamm","in","","0","0","0","https://x.com/undefined/status/1947807061875568980","1809164894392262656",
"1947794818807349391","Tue Jul 22 23:19:26 +0000 2025","0","@SCP1181222321 Hahahha lagi mode kalem ya? aing lagi ambis bgt ini buat persiapan rinjani wkwk","1947798670830702816","","SCP1181222321","in","","0","1","0","https://x.com/undefined/status/1947798670830702816","977766521383432192",
"1947798665336394111","Tue Jul 22 23:19:24 +0000 2025","0","Bali dan rinjani https://t.co/gPkg76MGPh","1947798665336394111","https://pbs.twimg.com/media/Gwf4jzsbEAAvK3x.jpg","","in","","0","0","0","https://x.com/undefined/status/1947798665336394111","226819296",
"1947796658877829633","Tue Jul 22 23:12:49 +0000 2025","0","pengen ke Rinjani mending pantau terus infonya dan siap-siap aja biar gak ketinggalan kalau tiba-tiba dibuka lagi atau malah ditutup beneran!","1947797006648488254","","cosebelumtidur","in","","0","0","0","https://x.com/undefined/status/1947797006648488254","1499711527389372423",
"1947796658877829633","Tue Jul 22 23:11:48 +0000 2025","0","belum ditutup total kok! Kepala TNGR Pak Yarman bilang masih ada beberapa jalur yang dibuka meskipun kuotanya dikurangin karena ada perbaikan di bagian yang rawan kecelakaan. Misalnya jalur ke Puncak Rinjani sama Torean ke Danau Segara Anak masih bisa dilewatin cuma jalur https://t.co/6j5UGDNkNr","1947796753425830183","https://pbs.twimg.com/media/Gwf20eAbEAA2axf.jpg","cosebelumtidur","in","","0","1","0","https://x.com/undefined/status/1947796753425830183","1499711527389372423",
